Tanggal & Waktu,ID Struk,Status Pembayaran,ID / Kode Outlet,Outlet,Tipe Penjualan,Kasir,No. Hp Pelanggan,Nama Pelanggan,SKU,Nama Produk,Kategori,Jumlah Produk,Harga Produk,Penjualan Kotor,Diskon Produk,Subtotal,Diskon Transaksi,Service Charge,Pajak,Pembulatan,Poin Ditukar,Biaya Admin,Total,Metode Pembayaran,Fee,Pembayaran,Alasan Pembatalan,Catatan Transaksi,Catatan Custom Amount,Pawoon Order No.,Grab Food No.,Partner Reff. Number,Partner Trace No & RRN,Issuer Name,Paid By,Kode Voucher
24-01-2026 11:47:55,4SE1V1OEFANN,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,Cust_200,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"31,000",Debit BCA,0,"31,000",,,,PWN-4SE1V1,,,,,,
24-01-2026 11:47:57,DXQDW5YWE6QX,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Dimas,,,FOOD009,Lele Goreng Crispy,Makanan,3,"20,000","60,000",0,"60,000",0,0,0,0,0,0,"98,000",GrabFood,0,"98,000",,,,PWN-DXQDW5,,,,,,
24-01-2026 11:47:57,DXQDW5YWE6QX,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Dimas,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,2,"19,000","38,000",0,"38,000",0,0,0,0,0,0,"98,000",GrabFood,0,"98,000",,,,PWN-DXQDW5,,,,,,
24-01-2026 11:49:09,I5XAJV9EPJLS,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Dimas,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"77,000",Qris Gopay,0,"77,000",,,,PWN-I5XAJV,,,,,,
24-01-2026 11:49:09,I5XAJV9EPJLS,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Dimas,,,FOOD002,Ayam Goreng Serayu - Paha,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"77,000",Qris Gopay,0,"77,000",,,,PWN-I5XAJV,,,,,,
24-01-2026 11:49:09,I5XAJV9EPJLS,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Dimas,,,FOOD002,Ayam Goreng Serayu - Paha,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"77,000",Qris Gopay,0,"77,000",,,,PWN-I5XAJV,,,,,,
24-01-2026 11:49:49,STH3XQOTNSAL,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,Cust_537,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"77,000",Qris Gopay,0,"77,000",,,,PWN-STH3XQ,,,,,,
24-01-2026 11:49:49,STH3XQOTNSAL,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,Cust_537,SNACK02,Usus Goreng Crispy,Makanan,2,"19,000","38,000",0,"38,000",0,0,0,0,0,0,"77,000",Qris Gopay,0,"77,000",,,,PWN-STH3XQ,,,,,,
24-01-2026 11:49:49,STH3XQOTNSAL,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,Cust_537,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"77,000",Qris Gopay,0,"77,000",,,,PWN-STH3XQ,,,,,,
24-01-2026 11:53:53,129LSWO1S388,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,FOOD007,Bebek Goreng - Dada,Makanan,2,"35,000","70,000",0,"70,000",0,0,0,0,0,0,"70,000",Tunai,0,"70,000",,,,PWN-129LSW,,,,,,
24-01-2026 11:57:08,AASFXJOQ03GA,Success,OT-374335,AYAM SERAYU - CABANG 2,Online Delivery,Rina,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"25,000",Tunai,0,"25,000",,,,PWN-AASFXJ,GRB-7068,,,,,
24-01-2026 11:57:08,AASFXJOQ03GA,Success,OT-374335,AYAM SERAYU - CABANG 2,Online Delivery,Rina,,,SNACK02,Usus Goreng Crispy,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"25,000",Tunai,0,"25,000",,,,PWN-AASFXJ,GRB-1329,,,,,
24-01-2026 11:57:09,3ODW8UDFGI2Z,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,DRINK04,Jeruk Panas,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"88,000",Qris ShopeePay,0,"88,000",,,,PWN-3ODW8U,,,,,,
24-01-2026 11:57:09,3ODW8UDFGI2Z,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,FOOD001,Ayam Goreng Serayu - Dada,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"88,000",Qris ShopeePay,0,"88,000",,,,PWN-3ODW8U,,,,,,
24-01-2026 11:57:09,3ODW8UDFGI2Z,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"88,000",Qris ShopeePay,0,"88,000",,,,PWN-3ODW8U,,,,,,
24-01-2026 11:57:09,3ODW8UDFGI2Z,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,SIDE001,Nasi Putih,Makanan,1,"5,000","5,000",0,"5,000",0,0,0,0,0,0,"88,000",Qris ShopeePay,0,"88,000",,,,PWN-3ODW8U,,,,,,
24-01-2026 11:57:09,3ODW8UDFGI2Z,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,FOOD010,Nila Goreng Terbang,Makanan,1,"25,000","25,000",0,"25,000",0,0,0,0,0,0,"88,000",Qris ShopeePay,0,"88,000",,,,PWN-3ODW8U,,,,,,
24-01-2026 11:57:43,8PYZAX9IA5H8,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_887,SIDE003,Nasi Merah,Makanan,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"136,000",Tunai,0,"136,000",,,,PWN-8PYZAX,,,,,,
24-01-2026 11:57:43,8PYZAX9IA5H8,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_887,SIDE003,Nasi Merah,Makanan,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"136,000",Tunai,0,"136,000",,,,PWN-8PYZAX,,,,,,
24-01-2026 11:57:43,8PYZAX9IA5H8,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_887,DRINK06,Es Kelapa Muda,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"136,000",Tunai,0,"136,000",,,,PWN-8PYZAX,,,,,,
24-01-2026 11:57:43,8PYZAX9IA5H8,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_887,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"136,000",Tunai,0,"136,000",,,,PWN-8PYZAX,,,,,,
24-01-2026 11:57:43,8PYZAX9IA5H8,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_887,FOOD004,Ayam Goreng Kremes - Paha,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"136,000",Tunai,0,"136,000",,,,PWN-8PYZAX,,,,,,
24-01-2026 11:57:43,8PYZAX9IA5H8,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_887,FOOD009,Lele Goreng Crispy,Makanan,1,"20,000","20,000",0,"20,000",0,0,0,0,0,0,"136,000",Tunai,0,"136,000",,,,PWN-8PYZAX,,,,,,
24-01-2026 11:57:43,8PYZAX9IA5H8,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_887,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"136,000",Tunai,0,"136,000",,,,PWN-8PYZAX,,,,,,
24-01-2026 11:58:08,I0Z5BOTDODTV,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"142,000",Qris ShopeePay,0,"142,000",,,,PWN-I0Z5BO,,,,,,
24-01-2026 11:58:08,I0Z5BOTDODTV,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,FOOD007,Bebek Goreng - Dada,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"142,000",Qris ShopeePay,0,"142,000",,,,PWN-I0Z5BO,,,,,,
24-01-2026 11:58:08,I0Z5BOTDODTV,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,FOOD002,Ayam Goreng Serayu - Paha,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"142,000",Qris ShopeePay,0,"142,000",,,,PWN-I0Z5BO,,,,,,
24-01-2026 11:58:08,I0Z5BOTDODTV,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,DRINK06,Es Kelapa Muda,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"142,000",Qris ShopeePay,0,"142,000",,,,PWN-I0Z5BO,,,,,,
24-01-2026 11:58:08,I0Z5BOTDODTV,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,FOOD007,Bebek Goreng - Dada,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"142,000",Qris ShopeePay,0,"142,000",,,,PWN-I0Z5BO,,,,,,
24-01-2026 11:58:27,CGYZ2B0S9L37,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,Cust_250,FOOD008,Bebek Goreng - Paha,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"54,000",Qris Gopay,0,"54,000",,,,PWN-CGYZ2B,,,,,,
24-01-2026 11:58:27,CGYZ2B0S9L37,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,Cust_250,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"54,000",Qris Gopay,0,"54,000",,,,PWN-CGYZ2B,,,,,,
24-01-2026 12:02:15,MZZ4MRDD8O10,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,3,"31,000","93,000",0,"93,000",0,0,0,0,0,0,"215,000",Tunai,0,"215,000",,,,PWN-MZZ4MR,,,,,,
24-01-2026 12:02:15,MZZ4MRDD8O10,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,FOOD002,Ayam Goreng Serayu - Paha,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"215,000",Tunai,0,"215,000",,,,PWN-MZZ4MR,,,,,,
24-01-2026 12:02:15,MZZ4MRDD8O10,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,FOOD001,Ayam Goreng Serayu - Dada,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"215,000",Tunai,0,"215,000",,,,PWN-MZZ4MR,,,,,,
24-01-2026 12:02:15,MZZ4MRDD8O10,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"215,000",Tunai,0,"215,000",,,,PWN-MZZ4MR,,,,,,
24-01-2026 12:02:15,MZZ4MRDD8O10,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,FOOD002,Ayam Goreng Serayu - Paha,Makanan,2,"29,000","58,000",0,"58,000",0,0,0,0,0,0,"215,000",Tunai,0,"215,000",,,,PWN-MZZ4MR,,,,,,
24-01-2026 12:02:38,6OL6HBARUXBD,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Siti,,,DRINK08,Es Campur Serayu,Minuman,1,"18,000","18,000",0,"18,000",0,0,0,0,0,0,"24,000",Qris ShopeePay,0,"24,000",,,,PWN-6OL6HB,,,,,,
24-01-2026 12:02:38,6OL6HBARUXBD,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Siti,,,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"24,000",Qris ShopeePay,0,"24,000",,,,PWN-6OL6HB,,,,,,
24-01-2026 12:09:34,C2ZSC3S3VMY5,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Siti,,,DRINK06,Es Kelapa Muda,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"112,000",Tunai,0,"112,000",,,,PWN-C2ZSC3,,,,,,
24-01-2026 12:09:34,C2ZSC3S3VMY5,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Siti,,,SNACK09,Kerupuk Putih,Makanan,3,"2,000","6,000",0,"6,000",0,0,0,0,0,0,"112,000",Tunai,0,"112,000",,,,PWN-C2ZSC3,,,,,,
24-01-2026 12:09:34,C2ZSC3S3VMY5,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Siti,,,FOOD002,Ayam Goreng Serayu - Paha,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"112,000",Tunai,0,"112,000",,,,PWN-C2ZSC3,,,,,,
24-01-2026 12:09:34,C2ZSC3S3VMY5,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Siti,,,SNACK09,Kerupuk Putih,Makanan,1,"2,000","2,000",0,"2,000",0,0,0,0,0,0,"112,000",Tunai,0,"112,000",,,,PWN-C2ZSC3,,,,,,
24-01-2026 12:09:34,C2ZSC3S3VMY5,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Siti,,,DRINK07,Jus Alpukat,Minuman,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"112,000",Tunai,0,"112,000",,,,PWN-C2ZSC3,,,,,,
24-01-2026 12:09:34,C2ZSC3S3VMY5,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Siti,,,FOOD007,Bebek Goreng - Dada,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"112,000",Tunai,0,"112,000",,,,PWN-C2ZSC3,,,,,,
24-01-2026 12:09:34,C2ZSC3S3VMY5,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Siti,,,SIDE001,Nasi Putih,Makanan,1,"5,000","5,000",0,"5,000",0,0,0,0,0,0,"112,000",Tunai,0,"112,000",,,,PWN-C2ZSC3,,,,,,
24-01-2026 12:09:34,C2ZSC3S3VMY5,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Siti,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"112,000",Tunai,0,"112,000",,,,PWN-C2ZSC3,,,,,,
24-01-2026 12:11:20,O7UBBINA5967,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Budi,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"43,000",Qris Gopay,0,"43,000",,,,PWN-O7UBBI,GRB-1865,,,,,
24-01-2026 12:11:20,O7UBBINA5967,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Budi,,,SNACK08,Sambal Dadak,Makanan,1,"4,000","4,000",0,"4,000",0,0,0,0,0,0,"43,000",Qris Gopay,0,"43,000",,,,PWN-O7UBBI,GRB-9447,,,,,
24-01-2026 12:11:20,O7UBBINA5967,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Budi,,,DRINK06,Es Kelapa Muda,Minuman,2,"12,000","24,000",0,"24,000",0,0,0,0,0,0,"43,000",Qris Gopay,0,"43,000",,,,PWN-O7UBBI,GRB-5642,,,,,
24-01-2026 12:11:20,O7UBBINA5967,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Budi,,,SIDE002,Nasi Uduk,Makanan,1,"7,000","7,000",0,"7,000",0,0,0,0,0,0,"43,000",Qris Gopay,0,"43,000",,,,PWN-O7UBBI,GRB-3961,,,,,
24-01-2026 12:13:30,K5O7NYOZ9ARK,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Fikri,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"35,000",Qris Gopay,0,"35,000",,,,PWN-K5O7NY,GRB-8500,,,,,
24-01-2026 12:13:30,K5O7NYOZ9ARK,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Fikri,,,SIDE001,Nasi Putih,Makanan,1,"5,000","5,000",0,"5,000",0,0,0,0,0,0,"35,000",Qris Gopay,0,"35,000",,,,PWN-K5O7NY,GRB-5490,,,,,
24-01-2026 12:23:11,IZCUI63J8NDG,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"6,000",GrabFood,0,"6,000",,,,PWN-IZCUI6,,,,,,
24-01-2026 12:25:06,Q6JBG7U0XYRC,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,DRINK01,Es Teh Manis,Minuman,2,"6,000","12,000",0,"12,000",0,0,0,0,0,0,"31,000",Debit BCA,0,"31,000",,,,PWN-Q6JBG7,,,,,,
24-01-2026 12:25:06,Q6JBG7U0XYRC,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"31,000",Debit BCA,0,"31,000",,,,PWN-Q6JBG7,,,,,,
24-01-2026 12:50:20,ZM6SRGP0PFL8,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Dimas,,Cust_501,SNACK02,Usus Goreng Crispy,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"84,000",Qris Gopay,0,"84,000",,,,PWN-ZM6SRG,,,,,,
24-01-2026 12:50:20,ZM6SRGP0PFL8,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Dimas,,Cust_501,SIDE002,Nasi Uduk,Makanan,1,"7,000","7,000",0,"7,000",0,0,0,0,0,0,"84,000",Qris Gopay,0,"84,000",,,,PWN-ZM6SRG,,,,,,
24-01-2026 12:50:20,ZM6SRGP0PFL8,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Dimas,,Cust_501,FOOD002,Ayam Goreng Serayu - Paha,Makanan,2,"29,000","58,000",0,"58,000",0,0,0,0,0,0,"84,000",Qris Gopay,0,"84,000",,,,PWN-ZM6SRG,,,,,,
24-01-2026 12:53:53,BULNHLP3YVSB,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Rina,,Cust_649,FOOD009,Lele Goreng Crispy,Makanan,2,"20,000","40,000",0,"40,000",0,0,0,0,0,0,"96,000",Qris Gopay,0,"96,000",,,,PWN-BULNHL,GRB-5058,,,,,
24-01-2026 12:53:53,BULNHLP3YVSB,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Rina,,Cust_649,SNACK05,Tempe Goreng,Makanan,3,"3,000","9,000",0,"9,000",0,0,0,0,0,0,"96,000",Qris Gopay,0,"96,000",,,,PWN-BULNHL,GRB-5974,,,,,
24-01-2026 12:53:53,BULNHLP3YVSB,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Rina,,Cust_649,DRINK08,Es Campur Serayu,Minuman,1,"18,000","18,000",0,"18,000",0,0,0,0,0,0,"96,000",Qris Gopay,0,"96,000",,,,PWN-BULNHL,GRB-1588,,,,,
24-01-2026 12:53:53,BULNHLP3YVSB,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Rina,,Cust_649,FOOD001,Ayam Goreng Serayu - Dada,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"96,000",Qris Gopay,0,"96,000",,,,PWN-BULNHL,GRB-3581,,,,,
24-01-2026 12:59:25,G8VX7V6ADR8E,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,DRINK02,Teh Manis Panas,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"45,000",Qris Gopay,0,"45,000",,,,PWN-G8VX7V,,,,,,
24-01-2026 12:59:25,G8VX7V6ADR8E,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,DRINK04,Jeruk Panas,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"45,000",Qris Gopay,0,"45,000",,,,PWN-G8VX7V,,,,,,
24-01-2026 12:59:25,G8VX7V6ADR8E,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"45,000",Qris Gopay,0,"45,000",,,,PWN-G8VX7V,,,,,,
24-01-2026 12:59:25,G8VX7V6ADR8E,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,DRINK03,Es Jeruk Peras,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"45,000",Qris Gopay,0,"45,000",,,,PWN-G8VX7V,,,,,,
24-01-2026 13:03:13,Z24HV9YK69OV,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Budi,,,FOOD009,Lele Goreng Crispy,Makanan,2,"20,000","40,000",0,"40,000",0,0,0,0,0,0,"40,000",Qris ShopeePay,0,"40,000",,,,PWN-Z24HV9,GRB-8139,,,,,
24-01-2026 13:04:07,VRM33LQCQG70,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,FOOD008,Bebek Goreng - Paha,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"183,000",Tunai,0,"183,000",,,,PWN-VRM33L,,,,,,
24-01-2026 13:04:07,VRM33LQCQG70,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,FOOD001,Ayam Goreng Serayu - Dada,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"183,000",Tunai,0,"183,000",,,,PWN-VRM33L,,,,,,
24-01-2026 13:04:07,VRM33LQCQG70,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,DRINK08,Es Campur Serayu,Minuman,3,"18,000","54,000",0,"54,000",0,0,0,0,0,0,"183,000",Tunai,0,"183,000",,,,PWN-VRM33L,,,,,,
24-01-2026 13:04:07,VRM33LQCQG70,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,DRINK04,Jeruk Panas,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"183,000",Tunai,0,"183,000",,,,PWN-VRM33L,,,,,,
24-01-2026 13:04:07,VRM33LQCQG70,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"183,000",Tunai,0,"183,000",,,,PWN-VRM33L,,,,,,
24-01-2026 13:04:07,VRM33LQCQG70,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,DRINK06,Es Kelapa Muda,Minuman,2,"12,000","24,000",0,"24,000",0,0,0,0,0,0,"183,000",Tunai,0,"183,000",,,,PWN-VRM33L,,,,,,
24-01-2026 13:11:44,3X8P8PZKQ4SD,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,2,"31,000","62,000",0,"62,000",0,0,0,0,0,0,"90,000",Qris Gopay,0,"90,000",,,,PWN-3X8P8P,,,,,,
24-01-2026 13:11:44,3X8P8PZKQ4SD,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"90,000",Qris Gopay,0,"90,000",,,,PWN-3X8P8P,,,,,,
24-01-2026 13:11:44,3X8P8PZKQ4SD,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,FOOD009,Lele Goreng Crispy,Makanan,1,"20,000","20,000",0,"20,000",0,0,0,0,0,0,"90,000",Qris Gopay,0,"90,000",,,,PWN-3X8P8P,,,,,,
24-01-2026 13:15:05,79E7RKQ0PMPW,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Fikri,,,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"63,000",Qris Gopay,0,"63,000",,,,PWN-79E7RK,GRB-7789,,,,,
24-01-2026 13:15:05,79E7RKQ0PMPW,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Fikri,,,DRINK06,Es Kelapa Muda,Minuman,2,"12,000","24,000",0,"24,000",0,0,0,0,0,0,"63,000",Qris Gopay,0,"63,000",,,,PWN-79E7RK,GRB-5808,,,,,
24-01-2026 13:15:05,79E7RKQ0PMPW,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Fikri,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"63,000",Qris Gopay,0,"63,000",,,,PWN-79E7RK,GRB-4085,,,,,
24-01-2026 13:15:05,79E7RKQ0PMPW,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Fikri,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"63,000",Qris Gopay,0,"63,000",,,,PWN-79E7RK,GRB-8802,,,,,
24-01-2026 13:20:08,7IXP9K5T5FUE,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Fikri,,,SNACK09,Kerupuk Putih,Makanan,1,"2,000","2,000",0,"2,000",0,0,0,0,0,0,"20,000",Qris Gopay,0,"20,000",,,,PWN-7IXP9K,,,,,,
24-01-2026 13:20:08,7IXP9K5T5FUE,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Fikri,,,DRINK08,Es Campur Serayu,Minuman,1,"18,000","18,000",0,"18,000",0,0,0,0,0,0,"20,000",Qris Gopay,0,"20,000",,,,PWN-7IXP9K,,,,,,
24-01-2026 13:24:48,30UUEV33J0OW,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Budi,,,FOOD002,Ayam Goreng Serayu - Paha,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"29,000",Tunai,0,"29,000",,,,PWN-30UUEV,,,,,,
24-01-2026 13:29:28,PBWZUP2P5Y8G,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Budi,,,SNACK08,Sambal Dadak,Makanan,1,"4,000","4,000",0,"4,000",0,0,0,0,0,0,"59,000",Tunai,0,"59,000",,,,PWN-PBWZUP,,,,,,
24-01-2026 13:29:28,PBWZUP2P5Y8G,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Budi,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"59,000",Tunai,0,"59,000",,,,PWN-PBWZUP,,,,,,
24-01-2026 13:29:28,PBWZUP2P5Y8G,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Budi,,,DRINK08,Es Campur Serayu,Minuman,2,"18,000","36,000",0,"36,000",0,0,0,0,0,0,"59,000",Tunai,0,"59,000",,,,PWN-PBWZUP,,,,,,
